GCSobject	pretty_size	maxLength
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/OV/RNA/RNA-Seq/BCCAGSC/ILLUMINA/TCGA-13-0913-02A-01R-1564-13_rnaseq_fastq.tar	4.6 GB	75
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/OV/RNA/RNA-Seq/BCCAGSC/ILLUMINA/TCGA-23-1107-01A-01R-1564-13_rnaseq_fastq.tar	4.6 GB	75
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/LAML/Total_RNA/RNA-Seq/BCCAGSC/ILLUMINA/TCGA-AB-2915-03A-01T-0740-13_rnaseq_fastq.tar	4.6 GB	50
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/LAML/Total_RNA/RNA-Seq/BCCAGSC/ILLUMINA/TCGA-AB-2913-03A-01T-0734-13_rnaseq_fastq.tar	4.6 GB	50
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/LAML/Total_RNA/RNA-Seq/BCCAGSC/ILLUMINA/TCGA-AB-2876-03A-01T-0734-13_rnaseq_fastq.tar	4.6 GB	50
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/LAML/Total_RNA/RNA-Seq/BCCAGSC/ILLUMINA/TCGA-AB-2869-03A-01T-0735-13_rnaseq_fastq.tar	4.6 GB	50
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/LAML/Total_RNA/RNA-Seq/BCCAGSC/ILLUMINA/TCGA-AB-2935-03A-01T-0740-13_rnaseq_fastq.tar	4.6 GB	50
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/LAML/Total_RNA/RNA-Seq/BCCAGSC/ILLUMINA/TCGA-AB-2995-03A-01T-0735-13_rnaseq_fastq.tar	4.6 GB	50
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/OV/RNA/RNA-Seq/BCCAGSC/ILLUMINA/TCGA-20-0987-01A-02R-1564-13_rnaseq_fastq.tar	4.6 GB	75
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/LAML/Total_RNA/RNA-Seq/BCCAGSC/ILLUMINA/TCGA-AB-2877-03A-01T-0735-13_rnaseq_fastq.tar	4.7 GB	50
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/LAML/Total_RNA/RNA-Seq/BCCAGSC/ILLUMINA/TCGA-AB-2873-03A-01T-0735-13_rnaseq_fastq.tar	4.7 GB	50
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/LAML/Total_RNA/RNA-Seq/BCCAGSC/ILLUMINA/TCGA-AB-2939-03A-01T-0740-13_rnaseq_fastq.tar	4.7 GB	50
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/LAML/Total_RNA/RNA-Seq/BCCAGSC/ILLUMINA/TCGA-AB-3012-03A-01T-0736-13_rnaseq_fastq.tar	4.7 GB	50
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/LAML/Total_RNA/RNA-Seq/BCCAGSC/ILLUMINA/TCGA-AB-2998-03A-01T-0735-13_rnaseq_fastq.tar	4.7 GB	50
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/LAML/Total_RNA/RNA-Seq/BCCAGSC/ILLUMINA/TCGA-AB-2910-03A-01T-0740-13_rnaseq_fastq.tar	4.7 GB	50
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/LAML/Total_RNA/RNA-Seq/BCCAGSC/ILLUMINA/TCGA-AB-2886-03A-01T-0735-13_rnaseq_fastq.tar	4.8 GB	50
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/LAML/Total_RNA/RNA-Seq/BCCAGSC/ILLUMINA/TCGA-AB-2840-03A-01T-0734-13_rnaseq_fastq.tar	4.8 GB	50
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/LAML/Total_RNA/RNA-Seq/BCCAGSC/ILLUMINA/TCGA-AB-2932-03A-01T-0740-13_rnaseq_fastq.tar	4.8 GB	50
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/LAML/Total_RNA/RNA-Seq/BCCAGSC/ILLUMINA/TCGA-AB-2846-03A-01T-0736-13_rnaseq_fastq.tar	4.8 GB	50
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/LAML/Total_RNA/RNA-Seq/BCCAGSC/ILLUMINA/TCGA-AB-2897-03A-01T-0735-13_rnaseq_fastq.tar	4.8 GB	50
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/OV/RNA/RNA-Seq/BCCAGSC/ILLUMINA/TCGA-09-2054-01A-01R-1568-13_rnaseq_fastq.tar	4.8 GB	75
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/LAML/Total_RNA/RNA-Seq/BCCAGSC/ILLUMINA/TCGA-AB-2844-03A-01T-0736-13_rnaseq_fastq.tar	4.8 GB	50
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/LAML/Total_RNA/RNA-Seq/BCCAGSC/ILLUMINA/TCGA-AB-2934-03A-01T-0740-13_rnaseq_fastq.tar	4.9 GB	50
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/LAML/Total_RNA/RNA-Seq/BCCAGSC/ILLUMINA/TCGA-AB-2894-03A-01T-0734-13_rnaseq_fastq.tar	4.9 GB	50
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/OV/RNA/RNA-Seq/BCCAGSC/ILLUMINA/TCGA-09-2045-01A-01R-1568-13_rnaseq_fastq.tar	4.9 GB	75
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/LAML/Total_RNA/RNA-Seq/BCCAGSC/ILLUMINA/TCGA-AB-2931-03A-01T-0740-13_rnaseq_fastq.tar	4.9 GB	50
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/STAD/RNA/RNA-Seq/BCCAGSC/ILLUMINA/TCGA-BR-8382-01A-11R-2402-13_rnaseq_fastq.tar	4.9 GB	75
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/LAML/Total_RNA/RNA-Seq/BCCAGSC/ILLUMINA/TCGA-AB-2937-03A-01T-0734-13_rnaseq_fastq.tar	5.0 GB	50
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/LAML/Total_RNA/RNA-Seq/BCCAGSC/ILLUMINA/TCGA-AB-2881-03A-01T-0735-13_rnaseq_fastq.tar	5.0 GB	50
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/LAML/Total_RNA/RNA-Seq/BCCAGSC/ILLUMINA/TCGA-AB-2987-03A-01T-0734-13_rnaseq_fastq.tar	5.0 GB	50
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/OV/RNA/RNA-Seq/BCCAGSC/ILLUMINA/TCGA-10-0937-01A-02R-1564-13_rnaseq_fastq.tar	5.0 GB	75
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/LAML/Total_RNA/RNA-Seq/BCCAGSC/ILLUMINA/TCGA-AB-2927-03A-01T-0740-13_rnaseq_fastq.tar	5.0 GB	50
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/LAML/Total_RNA/RNA-Seq/BCCAGSC/ILLUMINA/TCGA-AB-2966-03A-01T-0734-13_rnaseq_fastq.tar	5.1 GB	50
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/LAML/Total_RNA/RNA-Seq/BCCAGSC/ILLUMINA/TCGA-AB-2956-03A-01T-0740-13_rnaseq_fastq.tar	5.1 GB	50
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/LAML/Total_RNA/RNA-Seq/BCCAGSC/ILLUMINA/TCGA-AB-2847-03A-01T-0736-13_rnaseq_fastq.tar	5.1 GB	50
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/LAML/Total_RNA/RNA-Seq/BCCAGSC/ILLUMINA/TCGA-AB-2839-03A-01T-0734-13_rnaseq_fastq.tar	5.1 GB	50
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/LAML/Total_RNA/RNA-Seq/BCCAGSC/ILLUMINA/TCGA-AB-2834-03A-01T-0734-13_rnaseq_fastq.tar	5.1 GB	50
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/OV/RNA/RNA-Seq/BCCAGSC/ILLUMINA/TCGA-10-0927-01A-02R-1564-13_rnaseq_fastq.tar	5.1 GB	75
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/LAML/Total_RNA/RNA-Seq/BCCAGSC/ILLUMINA/TCGA-AB-2863-03A-01T-0734-13_rnaseq_fastq.tar	5.1 GB	50
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/LAML/Total_RNA/RNA-Seq/BCCAGSC/ILLUMINA/TCGA-AB-2944-03A-01T-0740-13_rnaseq_fastq.tar	5.1 GB	50
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/LAML/Total_RNA/RNA-Seq/BCCAGSC/ILLUMINA/TCGA-AB-2983-03A-01T-0734-13_rnaseq_fastq.tar	5.2 GB	50
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/LAML/Total_RNA/RNA-Seq/BCCAGSC/ILLUMINA/TCGA-AB-2814-03A-01T-0734-13_rnaseq_fastq.tar	5.2 GB	50
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/LAML/Total_RNA/RNA-Seq/BCCAGSC/ILLUMINA/TCGA-AB-2911-03A-01T-0734-13_rnaseq_fastq.tar	5.2 GB	50
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/LAML/Total_RNA/RNA-Seq/BCCAGSC/ILLUMINA/TCGA-AB-2984-03A-01T-0734-13_rnaseq_fastq.tar	5.2 GB	50
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/OV/RNA/RNA-Seq/BCCAGSC/ILLUMINA/TCGA-24-1850-01A-01R-1567-13_rnaseq_fastq.tar	5.2 GB	75
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/LAML/Total_RNA/RNA-Seq/BCCAGSC/ILLUMINA/TCGA-AB-2919-03A-01T-0740-13_rnaseq_fastq.tar	5.2 GB	50
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/LAML/Total_RNA/RNA-Seq/BCCAGSC/ILLUMINA/TCGA-AB-2946-03A-01T-0740-13_rnaseq_fastq.tar	5.2 GB	50
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/LAML/Total_RNA/RNA-Seq/BCCAGSC/ILLUMINA/TCGA-AB-2928-03A-01T-0740-13_rnaseq_fastq.tar	5.2 GB	50
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/LAML/Total_RNA/RNA-Seq/BCCAGSC/ILLUMINA/TCGA-AB-2971-03A-01T-0734-13_rnaseq_fastq.tar	5.2 GB	50
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/LAML/Total_RNA/RNA-Seq/BCCAGSC/ILLUMINA/TCGA-AB-2981-03B-01T-0748-13_rnaseq_fastq.tar	5.2 GB	50
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/STAD/RNA/RNA-Seq/BCCAGSC/ILLUMINA/TCGA-BR-8676-01A-11R-2402-13_rnaseq_fastq.tar	5.3 GB	75
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/LAML/Total_RNA/RNA-Seq/BCCAGSC/ILLUMINA/TCGA-AB-2973-03A-01T-0734-13_rnaseq_fastq.tar	5.3 GB	50
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/LAML/Total_RNA/RNA-Seq/BCCAGSC/ILLUMINA/TCGA-AB-2918-03A-01T-0740-13_rnaseq_fastq.tar	5.3 GB	50
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/LAML/Total_RNA/RNA-Seq/BCCAGSC/ILLUMINA/TCGA-AB-2815-03A-01T-0734-13_rnaseq_fastq.tar	5.3 GB	50
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/LAML/Total_RNA/RNA-Seq/BCCAGSC/ILLUMINA/TCGA-AB-2936-03A-01T-0740-13_rnaseq_fastq.tar	5.4 GB	50
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/OV/RNA/RNA-Seq/BCCAGSC/ILLUMINA/TCGA-24-2271-01A-01R-1568-13_rnaseq_fastq.tar	5.4 GB	75
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/LAML/Total_RNA/RNA-Seq/BCCAGSC/ILLUMINA/TCGA-AB-2811-03B-01T-0760-13_rnaseq_fastq.tar	5.4 GB	50
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/LAML/Total_RNA/RNA-Seq/BCCAGSC/ILLUMINA/TCGA-AB-2822-03A-01T-0734-13_rnaseq_fastq.tar	5.4 GB	50
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/ESCA/RNA/RNA-Seq/BCCAGSC/ILLUMINA/TCGA-L5-A8NQ-01A-11R-A36D-31_rnaseq_fastq.tar	5.4 GB	75
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/LAML/Total_RNA/RNA-Seq/BCCAGSC/ILLUMINA/TCGA-AB-2826-03A-01T-0734-13_rnaseq_fastq.tar	5.4 GB	50
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/STAD/RNA/RNA-Seq/BCCAGSC/ILLUMINA/TCGA-IN-8663-11A-01R-2402-13_rnaseq_fastq.tar	5.4 GB	75
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/LAML/Total_RNA/RNA-Seq/BCCAGSC/ILLUMINA/TCGA-AB-2818-03A-01T-0734-13_rnaseq_fastq.tar	5.4 GB	50
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/LAML/Total_RNA/RNA-Seq/BCCAGSC/ILLUMINA/TCGA-AB-2970-03A-01T-0734-13_rnaseq_fastq.tar	5.4 GB	50
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/LAML/Total_RNA/RNA-Seq/BCCAGSC/ILLUMINA/TCGA-AB-2812-03A-01T-0734-13_rnaseq_fastq.tar	5.4 GB	50
