GCSobject	pretty_size	maxLength
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17210.TCGA-12-0616-01A-01R-1849-01.2.tar.gz	5.9GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17487.TCGA-06-2561-01A-02R-1849-01.2.tar.gz	5.9GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17801.TCGA-19-4065-02A-11R-2005-01.4.tar.gz	5.9GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17189.TCGA-06-0132-01A-02R-1849-01.2.tar.gz	5.9GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17217.TCGA-06-0749-01A-01R-1849-01.2.tar.gz	5.9GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17466.TCGA-06-0878-01A-01R-1849-01.2.tar.gz	5.9GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17490.TCGA-14-0789-01A-01R-1849-01.2.tar.gz	5.9GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17504.TCGA-02-2485-01A-01R-1849-01.2.tar.gz	5.9GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17787.TCGA-26-5139-01A-01R-1850-01.4.tar.gz	6.0GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17468.TCGA-19-0957-02A-11R-2005-01.2.tar.gz	6.0GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17201.TCGA-06-0156-01A-02R-1849-01.2.tar.gz	6.0GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17190.TCGA-06-0174-01A-01R-1849-01.2.tar.gz	6.0GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17792.TCGA-28-5204-01A-01R-1850-01.4.tar.gz	6.0GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17215.TCGA-06-0221-02A-11R-2005-01.2.tar.gz	6.0GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17198.TCGA-06-0646-01A-01R-1849-01.2.tar.gz	6.0GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17797.TCGA-28-5207-01A-01R-1850-01.4.tar.gz	6.0GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17192.TCGA-06-0645-01A-01R-1849-01.2.tar.gz	6.0GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17786.TCGA-28-2510-01A-01R-1850-01.4.tar.gz	6.1GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17194.TCGA-02-0055-01A-01R-1849-01.2.tar.gz	6.1GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17480.TCGA-27-1830-01A-01R-1850-01.2.tar.gz	6.1GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17499.TCGA-06-2563-01A-01R-1849-01.2.tar.gz	6.1GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17501.TCGA-27-2528-01A-01R-1850-01.2.tar.gz	6.1GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17193.TCGA-06-0743-01A-01R-1849-01.2.tar.gz	6.2GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17639.TCGA-12-3652-01A-01R-1849-01.2.tar.gz	6.2GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17204.TCGA-08-0386-01A-01R-1849-01.2.tar.gz	6.2GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17228.TCGA-06-0649-01B-01R-1849-01.2.tar.gz	6.2GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17793.TCGA-28-5220-01A-01R-1850-01.4.tar.gz	6.2GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17476.TCGA-06-2569-01A-01R-1849-01.2.tar.gz	6.2GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17672.TCGA-06-5416-01A-01R-1849-01.2.tar.gz	6.2GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17475.TCGA-06-2558-01A-01R-1849-01.2.tar.gz	6.2GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17206.TCGA-06-0125-02A-11R-2005-01.2.tar.gz	6.2GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17673.TCGA-26-5135-01A-01R-1850-01.2.tar.gz	6.2GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17199.TCGA-06-0744-01A-01R-1849-01.2.tar.gz	6.2GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17497.TCGA-14-1823-01A-01R-1849-01.2.tar.gz	6.2GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17218.TCGA-06-0130-01A-01R-1849-01.2.tar.gz	6.2GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17208.TCGA-06-0187-01A-01R-1849-01.2.tar.gz	6.3GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17509.TCGA-14-1829-01A-01R-1850-01.2.tar.gz	6.3GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17654.TCGA-41-4097-01A-01R-1850-01.2.tar.gz	6.3GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17493.TCGA-06-2562-01A-01R-1849-01.2.tar.gz	6.3GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17661.TCGA-26-5133-01A-01R-1850-01.2.tar.gz	6.3GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17233.TCGA-06-0644-01A-02R-1849-01.2.tar.gz	6.4GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17494.TCGA-14-2554-01A-01R-1850-01.2.tar.gz	6.4GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17483.TCGA-27-2523-01A-01R-1850-01.2.tar.gz	6.4GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17220.TCGA-06-0190-02A-01R-2005-01.2.tar.gz	6.4GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17191.TCGA-06-0211-01A-01R-1849-01.2.tar.gz	6.4GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17643.TCGA-12-5295-01A-01R-1849-01.2.tar.gz	6.4GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17482.TCGA-06-2570-01A-01R-1849-01.2.tar.gz	6.4GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17650.TCGA-28-2513-01A-01R-1850-01.2.tar.gz	6.4GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17209.TCGA-06-0219-01A-01R-1849-01.2.tar.gz	6.5GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17223.TCGA-06-0750-01A-01R-1849-01.2.tar.gz	6.5GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17791.TCGA-32-1980-01A-01R-1850-01.4.tar.gz	6.5GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17794.TCGA-76-4932-01A-01R-1850-01.4.tar.gz	6.5GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17477.TCGA-27-2521-01A-01R-1850-01.2.tar.gz	6.5GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17505.TCGA-06-2564-01A-01R-1849-01.2.tar.gz	6.5GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17645.TCGA-12-3653-01A-01R-1849-01.2.tar.gz	6.5GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17227.TCGA-06-0238-01A-02R-1849-01.2.tar.gz	6.5GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17644.TCGA-28-2509-01A-01R-1850-01.2.tar.gz	6.6GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17511.TCGA-06-2565-01A-01R-1849-01.2.tar.gz	6.6GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17785.TCGA-06-5413-01A-01R-1849-01.4.tar.gz	6.6GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17667.TCGA-26-5134-01A-01R-1850-01.2.tar.gz	6.6GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17636.TCGA-32-4213-01A-01R-1850-01.2.tar.gz	6.6GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17470.TCGA-06-2567-01A-01R-1849-01.2.tar.gz	6.6GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17795.TCGA-06-5858-01A-01R-1849-01.4.tar.gz	6.6GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17790.TCGA-06-5856-01A-01R-1849-01.4.tar.gz	6.6GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17472.TCGA-06-0882-01A-01R-1849-01.2.tar.gz	6.6GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17232.TCGA-06-0210-02A-01R-2005-01.2.tar.gz	6.6GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17498.TCGA-02-2483-01A-01R-1849-01.2.tar.gz	6.7GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17818.TCGA-06-5412-01A-01R-1849-01.4.tar.gz	6.7GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17655.TCGA-26-5132-01A-01R-1850-01.2.tar.gz	6.7GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17789.TCGA-76-4931-01A-01R-1850-01.4.tar.gz	6.7GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17638.TCGA-28-2499-01A-01R-1850-01.2.tar.gz	6.7GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17802.TCGA-28-5208-01A-01R-1850-01.4.tar.gz	6.8GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17231.TCGA-06-0171-02A-11R-2005-01.2.tar.gz	6.8GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17804.TCGA-06-5408-01A-01R-1849-01.4.tar.gz	6.8GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17221.TCGA-06-0152-02A-01R-2005-01.2.tar.gz	6.8GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17798.TCGA-32-5222-01A-01R-1850-01.4.tar.gz	6.8GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17213.TCGA-06-0157-01A-01R-1849-01.2.tar.gz	6.8GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17226.TCGA-06-0210-01A-01R-1849-01.2.tar.gz	6.8GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17202.TCGA-06-0184-01A-01R-1849-01.2.tar.gz	6.9GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17807.TCGA-28-5209-01A-01R-1850-01.4.tar.gz	6.9GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17642.TCGA-41-2572-01A-01R-1850-01.2.tar.gz	6.9GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17674.TCGA-12-1597-01B-01R-1849-01.2.tar.gz	6.9GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17637.TCGA-06-5418-01A-01R-1849-01.2.tar.gz	6.9GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17211.TCGA-06-0747-01A-01R-1849-01.2.tar.gz	6.9GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17648.TCGA-41-3915-01A-01R-1850-01.2.tar.gz	6.9GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17197.TCGA-06-0211-01B-01R-1849-01.2.tar.gz	6.9GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17815.TCGA-19-5960-01A-11R-1850-01.4.tar.gz	6.9GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17800.TCGA-06-5859-01A-01R-1849-01.4.tar.gz	7.0GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17469.TCGA-06-2557-01A-01R-1849-01.2.tar.gz	7.0GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17486.TCGA-27-1832-01A-01R-1850-01.2.tar.gz	7.0GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17658.TCGA-32-2632-01A-01R-1850-01.2.tar.gz	7.1GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17200.TCGA-06-0125-01A-01R-1849-01.2.tar.gz	7.1GB	76
gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/GBM/RNA/RNA-Seq/BI/ILLUMINA/G17649.TCGA-12-5299-01A-02R-1849-01.2.tar.gz	7.1GB	76
